min_distance_depot,average_distance_depot,max_distance_depot,min_distance_nondepot,average_distance_nondepot,max_distance_nondepot,min_demand,average_demand,max_demand,num_customers,vehicle_capacity,best_objective_value,computational_time
90,380.8571429,602,21,525.9338624,1160,31,63.71428571,94,28,400,9641,2.198760033
86,561.7068966,987,20,512.4186328,1237,30,66.70689655,100,58,400,27418,3.948719025
114,438.35,924,10,507.5166667,1276,30,60.075,89,40,300,17179,2.820363522
84,560.4347826,920,15,527.6202899,1165,37,70.02173913,98,46,500,18979,3.131205797
58,443.9027778,832,12,514.1658842,1190,30,66.09722222,99,72,500,29850,4.415491819
20,541.7222222,949,33,565.8431373,1220,32,63.38888889,93,18,300,6906,1.855955362
111,366.8461538,790,55,471.0769231,1057,30,58.30769231,99,13,300,4032,1.345248938
154,487.8571429,769,103,511.2417582,1030,32,72.92857143,100,14,400,5422,1.554105043
137,657.5357143,1099,21,581.7116402,1229,31,57.89285714,96,28,400,12173,2.173753023
150,567.7142857,938,35,566.6142857,1186,30,63.14285714,94,21,300,9930,1.808982611
22,494.0185185,870,11,528.8902865,1331,31,67.48148148,100,54,300,26306,3.934746742
128,597.0816327,1126,26,550.5314626,1269,30,62.89795918,96,49,500,20535,3.219155788
38,616.2444444,1107,4,517.9665418,1246,35,66.48888889,100,90,400,48179,6.06352663
93,591.1304348,1199,14,540.7259165,1307,30,63.44927536,100,69,400,33144,4.432462454
129,521.3333333,881,57,553.0606061,957,32,62.91666667,97,12,300,5105,1.382206678
28,602.1724138,1150,17,537.5964912,1280,30,63.68965517,98,58,300,30031,3.820813656
119,461,823,35,443.076087,949,33,65.16666667,100,24,500,7461,2.058798075
198,620.1206897,1040,14,533.6073805,1289,30,63.24137931,100,58,500,24749,3.765842438
63,558.7012987,993,10,494.531784,1277,32,65.90909091,99,77,300,38840,5.075090408
64,495.2272727,957,8,502.7706374,1234,30,65.38636364,100,88,500,37197,5.402905464
93,489.7837838,914,6,519.4657534,1315,30,64.31081081,97,74,300,35969,4.767269611
103,475.5,823,75,516.925,1080,34,64,96,16,400,5590,1.548112631
56,521.238806,978,7,559.3631841,1267,31,63.7761194,100,67,300,34839,4.385484934
44,439.4583333,791,6,534.7695035,1274,31,69.10416667,100,48,500,17998,3.638934612
73,705.78125,1072,26,520.4596774,1118,30,63.59375,98,32,400,15462,2.456591129
160,455.1111111,875,28,476.034188,1101,32,63.7037037,98,27,300,10664,2.67146945
305,617.7,987,114,488.1777778,1018,35,60.3,86,10,300,5080,1.217301369
50,380.7710843,720,12,505.8019395,1193,30,65.30120482,97,83,500,32603,4.951184273
37,576.7954545,1097,15,501.0977011,1338,30,66.92045455,100,88,500,38818,5.681745529
23,601.1803279,1094,8,516.7180328,1219,30,66.67213115,99,61,500,27533,3.91875577
65,541.5121951,981,26,512.1829268,1256,32,65.87804878,97,41,400,17891,2.911352634
144,542.2619048,1059,34,541.3751452,1204,31,62.92857143,98,42,500,15242,2.917330027
64,579.2,1052,32,534.0974359,1227,30,62.2,99,40,300,20490,2.966301203
87,589.8181818,1048,5,500.1867656,1200,31,63.73737374,99,99,300,53583,6.019570112
18,468.8780488,1071,6,480.8756399,1274,35,64.53658537,99,82,400,36751,5.020102739
47,455.6086957,936,5,512.2140468,1288,30,66.18478261,100,92,400,42855,5.618779421
53,556.6621622,1038,7,562.9651981,1375,31,63.28378378,98,74,400,33957,4.665347576
28,509.04,818,8,533.97,1028,30,57.48,94,25,300,9791,2.175752163
66,663.8076923,1120,31,544.5723077,1115,30,65.30769231,99,26,300,12757,2.171752691
175,586.9473684,1006,25,567.5789474,1120,31,55.73684211,91,19,500,7153,1.731005907
173,494.3333333,840,35,520.9002849,1206,30,52.2962963,98,27,500,8739,2.160763264
193,733.4556962,1205,13,494.2969815,1113,30,63.06329114,100,79,300,46074,5.151049376
15,464.0108696,910,3,487.3344482,1105,30,64.08695652,100,92,500,38148,5.496851206
69,554.9487179,945,6,518.1295547,1044,30,65.23076923,99,39,500,15095,2.819365978
35,417.05,779,45,538.0473684,1054,32,64.55,98,20,300,7220,1.740018606
26,457.9661017,1029,13,513.659848,1245,32,61.84745763,100,59,500,23875,3.899765015
48,603.8979592,1085,4,523.2005049,1318,30,63.01020408,100,98,500,45231,5.831639528
118,490.125,868,16,529.9893617,1177,34,65.52083333,100,48,500,18195,3.272146702
40,646.8285714,1157,24,503.9565217,1239,30,64.84285714,100,70,500,31681,4.608361244
435,865.1666667,1185,59,474.1515152,920,33,73.41666667,100,12,400,6677,1.300255537
50,533.1428571,921,70,557.8461538,1233,30,65,98,14,400,5448,1.460182428
104,474.9818182,965,6,518.0208754,1286,30,64.09090909,99,55,300,26262,3.740860224
72,499.0879121,971,1,531.0615385,1207,30,67.64835165,98,91,300,47766,5.788683653
36,621.2247191,1137,4,534.1996936,1262,30,66.1011236,100,89,400,46326,5.55381918
74,410.9189189,787,14,547.4420585,1335,30,64.62162162,100,74,300,31643,4.741304159
96,579.5353535,1090,6,523.3850752,1258,30,64.82828283,100,99,500,44652,6.021548986
55,561.75,955,18,536.1666667,1141,30,57.5,90,24,300,10889,2.377637863
26,519.7105263,900,8,523.8554386,1307,30,66.28947368,100,76,400,33613,4.917181492
182,446.2666667,767,84,571.1619048,1056,30,67.13333333,90,15,400,5316,1.567122221
52,508.7471264,996,4,528.3469661,1220,30,65.49425287,100,87,400,41340,5.389932632
13,592.877551,1001,13,484.5561224,1087,32,64.67346939,98,49,400,20011,3.476011276
103,461.6031746,854,6,552.1326165,1250,30,62.19047619,99,63,500,25382,4.006723404
118,517.4090909,1034,26,475.6666667,1104,33,64.09090909,99,22,500,6820,1.906926155
113,505,926,13,491.8839406,1061,33,73.35897436,99,39,500,14501,3.014272451
13,399.3333333,680,8,515.8364198,1192,31,66.97530864,100,81,300,35946,4.919203758
52,366.6385542,667,2,507.8615927,1271,30,65.71084337,97,83,300,36884,5.155067444
32,471.9636364,1012,5,532.9117845,1301,32,63.90909091,98,55,400,22951,3.669895649
123,517.4193548,982,23,497.1096774,1074,35,60.16129032,96,31,300,13075,2.349672794
121,531.6122449,1034,23,556.0688776,1277,33,69.75510204,98,49,300,24198,3.416064024
92,408.3684211,979,46,511.9824561,1205,32,64.21052632,98,19,500,6391,1.730008602
86,363.5128205,730,6,487.7098516,1173,30,69.41025641,99,39,400,13275,2.888326406
73,503.25,810,18,552.9141243,1243,30,68.21666667,100,60,500,24159,4.022694826
88,529.4444444,975,22,498.74703,1235,31,64.38888889,98,54,500,23125,3.535974503
75,561.4375,1010,10,537.1612903,1128,31,60.46875,99,32,300,13329,2.373637915
53,410.1219512,717,10,517.3706715,1213,34,68.35365854,100,82,500,32384,5.088083267
61,623.8205128,1104,9,529.3103914,1276,30,66.8974359,96,39,400,18742,2.872351885
34,656.6666667,1135,7,535.6214539,1191,30,61.4375,100,48,500,20580,3.357055426
41,494.4166667,928,9,460.2977401,1134,32,68.35,99,60,400,24364,3.933768272
53,559.8555556,1042,7,486.4496879,1180,30,64.15555556,100,90,400,41158,5.483857632
99,496.72,869,40,562.8533333,1121,31,68.36,100,25,300,11141,2.032830954
81,404.4895833,785,5,510.0381579,1333,30,60.82291667,98,96,400,41374,5.728718042
20,395.5875,798,19,517.3417722,1295,30,63.3625,97,80,500,32632,4.887182474
111,496.0322581,865,20,467.9806452,1131,31,59,96,31,300,11646,2.398625612
106,445.1929825,789,13,579.8746867,1325,33,63.26315789,100,57,500,22828,3.549966812
12,394.0461538,806,8,521.6927885,1263,30,62.78461538,100,65,500,24490,4.142647505
45,667.8333333,1274,23,538.5749129,1268,33,63.02380952,98,42,300,23479,3.009275675
50,654.6629213,1207,7,532.8087334,1264,30,63.96629213,100,89,400,47091,5.493873596
84,634.247191,1146,12,548.6516854,1229,30,63.59550562,100,89,400,46933,5.523835182
90,418.3508772,809,11,481.254386,1213,30,61.87719298,97,57,500,20548,3.752829313
55,677.0273973,1068,2,508.2195586,1256,30,60.52054795,100,73,400,36280,4.638341665
33,425.5606061,893,17,521.9226107,1160,30,66.34848485,97,66,300,30270,4.454451323
42,491.5949367,863,23,513.0061668,1250,30,64.83544304,99,79,400,35245,4.934193134
47,522.7654321,972,13,513.4533951,1231,30,60.98765432,99,81,500,34192,4.88522172
109,622.9259259,1155,13,566.8945869,1181,30,65.07407407,98,27,400,11708,2.267699242
36,454.1176471,889,10,508.9537255,1211,32,62.35294118,99,51,300,21660,3.398035288
51,513.96,861,45,511.8166667,1236,30,65.64,99,25,400,9963,2.063817501
132,380.4545455,841,83,519.8363636,967,42,63.90909091,98,11,400,3987,1.31022954
10,629.597561,1149,14,553.282445,1349,30,65.53658537,99,82,500,39100,5.08011055
76,486.5833333,1012,25,550.7272727,1057,33,75.5,100,12,400,4646,1.544113398
110,590.1486486,1069,12,512.3376527,1252,31,69.7027027,100,74,300,41018,4.650315046
103,527.358209,953,15,510.5554048,1253,30,71.40298507,100,67,300,32634,4.327540398
81,393.9285714,545,47,540.1868132,1045,33,68.07142857,96,14,300,5295,1.49414444
27,551.0465116,984,19,570.6124031,1289,32,64.09302326,99,43,300,20714,3.063242674
31,432.9139785,878,6,525.6297335,1246,32,63.50537634,99,93,500,39765,5.733717918
143,613.8867925,1060,11,518.7046444,1119,31,66.24528302,100,53,300,26295,3.573932886
89,493.4883721,984,7,495.9767442,1121,30,63.8372093,100,43,500,15459,3.008279085
105,656.6,1092,35,544.2789474,1196,39,67.45,99,20,300,10466,1.826933861
82,601.9489796,1160,11,536.4519251,1304,30,67.60204082,100,98,400,50957,5.963563681
17,543.8064516,969,10,525.4226274,1310,31,68.97849462,100,93,400,45924,5.84967041
98,707.0810811,1220,14,504.3528529,1252,30,64.51351351,94,37,500,14530,2.731432915
12,557.5591398,1108,5,529.8183731,1379,30,66.27956989,100,93,300,48953,5.663757563
125,570.8474576,1152,6,501.8544711,1122,30,72.6779661,100,59,400,27123,3.862787008
95,456.4022989,968,3,498.9500134,1342,30,66.87356322,100,87,500,33367,5.239000559
11,536.8282828,1045,7,503.7177901,1275,30,68.52525253,100,99,300,53626,6.420302153
97,483.2857143,948,26,545.4453782,1330,31,60.65714286,95,35,300,14725,2.584520817
234,616.5909091,958,31,527.1385281,1110,30,66.04545455,97,22,500,7808,1.873945236
41,452.9210526,930,24,515.3499289,1336,30,68.92105263,98,38,300,15419,2.915328503
17,507.8596491,1051,14,531.4360902,1292,31,63.92982456,98,57,500,22159,3.661883116
81,430.52,731,17,542.4633333,1174,34,59.8,99,25,500,7730,2.095801115
15,418.3768116,765,31,518.6312873,1230,31,65.97101449,99,69,400,29149,4.499440432
47,467.1756757,905,11,541.038134,1331,30,64.85135135,100,74,400,32866,4.672326565
60,547.4418605,1027,6,546.6777409,1241,30,60.53488372,99,43,300,21265,3.023288012
48,487.4489796,912,9,535.7113402,1302,30,62.8877551,100,98,500,42121,5.727700472
146,537.1818182,1038,64,447.6320346,1104,30,57.59090909,92,22,400,7427,1.903889179
137,476.3,783,4,540.1371795,1207,30,66.15,98,40,500,15448,2.942335606
121,524.3773585,1095,22,484.1879536,1197,31,66.13207547,100,53,500,21557,3.578952551
29,507.8333333,947,11,526.3563046,1280,30,66.68888889,98,90,300,47432,5.61878109
56,459.4736842,882,4,490.0215006,1199,30,65.72631579,100,95,500,39790,5.702735186
43,412.2210526,817,7,511.3016797,1277,30,64.56842105,100,95,500,39289,5.516859531
83,541.0106383,1015,4,529.4102036,1347,30,67.85106383,100,94,400,45377,5.731719732
175,471.0357143,839,15,483.468254,1117,32,67.25,100,28,500,8857,2.166758776
67,412.625,665,83,534.7166667,1123,36,60.625,92,16,500,4260,1.579092264
55,521.1470588,923,17,517.8805704,1104,31,65.02941176,94,34,300,15762,2.581522703
30,539.3255814,1103,6,530.1495017,1339,32,66.62790698,97,43,300,20023,3.12021327
62,446.0421053,933,9,540.6282195,1330,30,60.69473684,100,95,300,45781,5.619761944
14,442.862069,923,9,515.9647153,1295,30,65.22988506,99,87,500,35189,5.390933275
60,411.3777778,717,23,470.810101,1153,32,61.66666667,99,45,300,17861,3.11921525
90,422.6216216,684,43,559.7447447,1291,31,60.83783784,99,37,300,15462,2.718463421
52,479.5,943,11,520.7936399,1175,30,65.90425532,99,94,500,40389,5.573806047
115,548.9156627,892,11,495.9638554,1130,30,66.31325301,100,83,500,35183,5.115070581
248,511.4736842,848,23,491.7134503,1127,32,57.10526316,99,19,500,6430,1.775982141
16,653.0142857,1261,12,486.3279503,1265,32,62.8,100,70,400,32916,4.349529028
83,562.0441176,1058,11,531.8301141,1222,30,67.79411765,100,68,400,32225,4.427462339
142,555.0821918,1088,11,497.6012177,1326,30,63.34246575,99,73,300,36538,4.549394369
34,577.5625,1016,13,545.4007092,1272,32,69.35416667,98,48,400,23151,3.294112444
70,553.6133333,1072,12,533.3048649,1319,32,61.88,100,75,300,38769,4.801252127
74,738.547619,1237,21,540.0847851,1297,30,65.21428571,100,42,500,18628,3.102242231
45,464.84,927,11,515.510303,1280,30,64.92,98,100,500,40967,5.830659628
35,399.6282051,668,16,489.6403596,1221,30,64.64102564,100,78,300,34735,4.822238207
258,707.8333333,1052,111,438.3030303,897,37,71.83333333,100,12,300,6305,1.320245028
195,675.0625,1092,104,539.775,1140,32,60.875,99,16,400,6396,1.601080179
23,310.4117647,785,45,469.6470588,1161,36,66.76470588,96,17,500,4812,1.583094358
92,503.6481481,889,11,560.7686932,1188,30,66.83333333,100,54,400,21871,3.699882984
186,552.05,1146,33,496.3684211,1119,30,63.5,98,20,400,7027,1.781998634
223,523.5714286,825,47,598.4904762,1179,31,63.47619048,99,21,400,8520,2.458588362
104,445.7848101,903,12,532.0824408,1302,30,67.65822785,100,79,400,34500,5.063100338
92,434.54,850,12,557.9436735,1255,30,64.56,99,50,400,20423,3.324117422
51,404.3516484,741,19,518.8686203,1221,30,61.94505495,99,91,500,38319,5.437885284
44,383.7083333,699,24,532.8909574,1225,31,63.02083333,100,48,400,19480,3.25113678
69,575.2747253,1132,2,508.1733822,1304,31,66.69230769,100,91,500,39656,5.662756443
7,376.578125,698,2,469.6919643,1108,30,62.953125,100,64,300,25537,4.117621183
118,464.8271605,817,18,538.8654321,1250,30,65.5308642,99,81,500,35690,4.88120389
80,392.6060606,833,2,527.1547786,1313,30,63.42424242,99,66,500,26559,4.315526247
211,546.2105263,1034,19,493.5730994,1120,36,58.78947368,90,19,500,6313,1.678056002
50,543.1764706,866,55,526.8529412,1096,34,67.58823529,98,17,400,6492,1.693031073
142,514.4545455,929,2,518.611655,1254,31,69.24242424,100,66,400,29353,4.384486914
86,561.421875,1015,15,523.1130952,1294,30,62.984375,99,64,400,27896,4.060693264
75,491.2063492,960,29,524.1008705,1303,30,64.77777778,98,63,300,29822,4.182605743
25,581.9770115,1125,3,533.7631649,1194,30,62.29885057,99,87,500,39605,5.295966387
218,431.6666667,706,72,572.6571429,1148,32,56.53333333,92,15,400,5540,1.586091757
53,432.76,891,12,511.3210811,1247,30,64.97333333,100,75,500,29524,4.655331135
52,465.46875,907,22,536.1229839,1264,32,65.21875,99,32,500,13102,2.414637566
23,544.9047619,1067,73,554.7809524,1165,30,61.85714286,100,21,300,8208,1.857934713
121,497.6666667,951,16,518.977638,1303,30,67.77777778,100,54,300,25556,3.657883406
31,539.7291667,1124,27,559.6684397,1237,30,61.39583333,99,48,500,17799,3.30712533
64,540.2738095,1009,3,527.037292,1274,30,63.16666667,100,84,300,42018,5.417876005
64,561.1,1022,11,533.6154806,1277,31,66.96666667,100,90,500,41025,5.302982807
180,459.625,926,20,554.2192308,1352,31,65.125,100,40,500,14216,2.672486544
95,391.8275862,602,52,539.6871921,1162,30,64.82758621,97,29,400,10263,2.274697781
36,562.675,992,9,556.8858974,1301,30,56.4,99,40,500,16184,2.919306278
35,391.2553191,698,4,519.8458019,1272,31,65.18085106,100,94,300,44123,6.666180611
96,585.7951807,1090,3,533.9808992,1268,31,65.73493976,99,83,400,38728,5.035134315
306,526.95,890,13,497.4842105,1019,30,67,100,20,400,7193,1.873925447
28,392.8947368,855,17,467.6432749,1037,30,62.94736842,97,19,300,6340,1.787971497
9,411.625,721,5,484.4212025,1261,30,65.725,100,80,400,34886,4.887220383
84,438.2048193,875,8,499.4422568,1183,30,60.36144578,100,83,400,32636,5.079089165
180,673.1923077,1116,37,542.2523077,1135,40,73.30769231,96,26,500,10460,2.187743425
36,394.7058824,759,27,518.9105882,1221,37,70.94117647,100,51,500,18808,3.472989798
65,559.2446809,1000,5,490.070922,1234,31,67.26595745,100,94,300,50643,5.763698101
13,395.1142857,633,4,515.589234,1195,32,65.42857143,100,70,400,28384,4.353506327
44,553.7083333,943,5,506.5239362,1113,30,63.95833333,98,48,400,19206,3.341082096
44,531.9042553,937,18,537.6916038,1222,30,64.06382979,100,94,300,45955,5.690741777
34,433.8965517,1004,7,500.2087114,1265,32,67.74137931,100,58,500,21333,3.700881958
126,712.4193548,1138,20,502.9139785,1128,32,65.93548387,94,31,400,14103,2.359626532
61,414.1636364,828,21,480.6787879,1195,31,65.47272727,99,55,500,20177,3.730864763
70,388.9090909,875,14,526.2640693,1271,34,62.22727273,95,22,300,7956,1.849958897
95,449.0465116,990,32,511.3012182,1285,31,63.74418605,100,43,400,17176,2.937296867
36,565.8095238,1073,39,560.0857143,1170,32,62.85714286,97,21,500,6864,1.890915155
26,446.5,921,19,499.7968254,1217,30,59.77777778,96,36,400,13565,2.973300219
74,440.7857143,769,42,531.473545,1201,32,66.21428571,100,28,300,11435,2.222726583
60,483.24,931,21,521.3714286,1222,30,65.86,99,50,300,22533,3.59594202
60,503.8979592,1010,17,498.295068,1298,31,67.79591837,98,49,300,24591,3.408067465
158,378.625,686,22,510.2934783,1187,33,71.58333333,96,24,500,6864,2.02883482
43,394.5909091,888,31,501.2597403,1174,35,68.72727273,99,22,400,6679,1.864930868
78,392.7241379,694,31,488.9482759,1037,30,66.62068966,100,29,300,11089,2.256705761
53,575.6666667,933,45,522.5036232,1031,33,58.5,95,24,500,8348,2.14077425
68,552.1694915,1051,16,541.8813559,1271,32,66.20338983,100,59,400,27917,3.838779449
28,481.1443299,886,7,480.6368127,1233,30,67.4742268,100,97,400,42058,5.742710352
54,530.6842105,946,18,469.2460882,1040,32,67.07894737,96,38,300,16536,2.775411129
57,478.0795455,957,10,512.8343783,1247,30,66.21590909,100,88,500,36295,5.507842779
203,616.7916667,974,57,534.0724638,1129,31,66.91666667,100,24,300,11870,2.099796772
37,633.9814815,1227,25,530.2313068,1301,33,66.55555556,98,54,500,23751,3.592921972
295,628.75,1185,108,499.6666667,1089,36,61.08333333,83,12,500,5051,1.406193256
77,453.8586957,800,5,528.6880076,1223,30,65.5,100,92,300,44632,5.706751823
48,463.3488372,982,13,507.9668947,1320,30,61.74418605,100,86,400,37991,5.430870295
20,494.1938776,999,13,519.3223227,1264,30,64.01020408,98,98,500,41149,5.859662771
11,577.94,1149,7,498.1018182,1263,30,68.13,100,100,400,49640,6.174482822
93,377.7755102,729,3,495.8256803,1200,30,65.12244898,100,49,500,17327,3.236149073
55,370.7368421,653,51,465,1031,33,56.84210526,89,19,400,5967,1.695027351
48,555.7534247,1050,19,532.6145358,1218,30,66.76712329,99,73,400,34156,4.937173367
113,694.147541,1273,16,546.904918,1301,33,61.80327869,98,61,400,29635,4.01170373
126,502.25,925,68,465.2684211,1071,30,64,99,20,500,6739,1.833969116
145,601.8214286,1135,24,545.6693122,1250,35,64.78571429,99,28,400,12906,2.196722031
77,452.1375,876,8,575.1113924,1329,30,65.175,99,80,500,36598,4.966176748
82,555.25,937,56,499.2166667,1016,34,63.1875,99,16,400,6168,1.6090765
25,635.3617021,1009,8,482.5911193,1160,30,67.21276596,99,47,300,24989,3.281121731
179,530.75,934,44,532.2272727,978,33,68.5,99,12,300,4943,1.333236694
264,517.6363636,760,77,501.3090909,890,46,65,84,11,400,3905,1.330257654
55,657.4556962,1094,7,482.3171048,1271,30,63.5443038,98,79,500,33482,4.820237637
83,603.3055556,1023,36,538.6349206,1227,31,67.52777778,99,36,500,14890,2.704453707
173,521.7894737,903,49,497.6140351,1158,34,67.10526316,100,19,400,6663,1.747997284
64,455.2857143,933,7,574.6675325,1323,32,69.17857143,100,56,300,27430,3.887773991
123,471.6666667,859,10,526.6855346,1261,30,66,100,54,300,25747,3.532993078
82,358.7352941,764,22,492.8983957,1094,33,69.11764706,98,34,400,11905,2.590518951
54,481.9137931,976,10,537.0405324,1186,30,68.81034483,100,58,400,25918,3.799824238
132,439,926,14,509.9703104,1231,32,65.97435897,97,39,300,16122,2.888343573
92,639.6938776,1012,10,528.8979592,1257,30,64.89795918,99,49,500,21464,3.251138449
48,443.3333333,902,25,514.4094203,1155,32,60.625,92,24,300,8857,2.119763374
39,443.2916667,910,17,460.8971631,1062,32,63.72916667,98,48,400,16455,3.324095964
62,544.71,1012,2,544.519798,1238,30,65.34,100,100,300,54880,6.344365597
146,624.8125,1210,18,495.5166667,1121,39,72.25,97,16,500,5568,1.660067558
53,387.0714286,602,48,478,968,52,74.78571429,100,14,300,5079,1.481171131
